Country,Year,Food Types,Total Waste in Tons,Food Economic Loss (Million $),Avg Waste per Capita (Kg),Country Population (Million) (Not Accurate),Household Waste (%)
Italy,2018,Grains & Cereals,2750.6,2443.24,95.25,655.47,52.22
China,2022,Meat & Seafood,7481.55,7570.6,100.16,148.58,61.13
USA,2020,Meat & Seafood,40196.66,44387.04,132.11,871.82,69.75
Germany,2023,Frozen Food,35756.15,38283.13,30.97,230.68,35.53
Germany,2023,Prepared Food,20786.5,17814.84,142.72,106.31,41.81
France,2021,Grains & Cereals,33531.23,26864.95,132.44,542.48,43.5
South Korea,2020,Prepared Food,11862.8,12059.54,167.53,64.82,35.9
Brazil,2019,Fruits & Vegetables,44841.19,40377.25,160.5,379.61,60.68
India,2022,Frozen Food,46634.87,45070.38,26.42,1124.13,53.75
India,2023,Beverages,14758.58,13338.75,33.56,160.52,66.74
Brazil,2021,Grains & Cereals,3687.31,4089.97,135.36,253.6,30.65
Japan,2024,Grains & Cereals,19189.67,20150.25,156.62,1231.21,32.35
Mexico,2021,Beverages,21845.55,25175.78,155.54,550.23,62.79
India,2022,Dairy Products,40407.94,46063.83,141.29,716.07,46.59
Italy,2023,Grains & Cereals,2487.22,2017.79,112.9,1227.12,38.24
Japan,2018,Frozen Food,30403.05,35788.55,90.2,453.71,57.13
Argentina,2019,Beverages,12515.84,10747.91,104.54,62.57,35.89
South Korea,2021,Grains & Cereals,31577.08,25907.34,148.49,928.27,32.69
Japan,2020,Dairy Products,33087.68,36448.18,136.76,1078.22,60.94
Italy,2021,Prepared Food,6845.89,7445.35,64.1,186.61,53.37
South Africa,2021,Grains & Cereals,15473.61,17069.63,174.09,467.09,45.4
Brazil,2018,Prepared Food,40785.48,40152.98,165.14,557.22,57.03
Argentina,2019,Frozen Food,32130.75,28091.89,126.23,1309.47,39.68
Turkey,2018,Beverages,30732.39,30844.46,176.13,1153.6,57.36
France,2019,Beverages,25686.02,20759.04,183.3,397.36,65.96
Saudi Arabia,2019,Beverages,29673.25,35097.54,50.37,1360.51,65.5
Mexico,2023,Bakery Items,3960.36,4234.44,167.1,1089.64,64.66
Turkey,2024,Prepared Food,8866.9,9119.73,128.34,352.17,60.37
Brazil,2021,Dairy Products,2503.54,2471.67,166.63,884.15,60.81
Germany,2021,Bakery Items,2865.9,2577.98,94.54,1170.48,58.01
Turkey,2020,Frozen Food,49093.39,57505.79,182.36,46.14,65.94
Brazil,2018,Bakery Items,20022.85,17449.05,172.55,806.04,66.22
Mexico,2019,Dairy Products,30608.17,28246.27,64.27,1103.49,64.92
Argentina,2019,Bakery Items,29368.59,24513.39,68.42,639.3,41.68
UK,2024,Dairy Products,36564.4,33677.47,64.34,992.44,60.63
Turkey,2021,Meat & Seafood,18697.88,14961.35,196.27,735.46,54.08
South Africa,2021,Beverages,22881.09,20935.23,184.63,657.99,31.35
UK,2022,Prepared Food,21406.41,22080.12,179.61,100.57,38.28
Russia,2023,Dairy Products,43481.64,40283.38,144.86,651.67,53.82
South Africa,2024,Beverages,33624.81,30426.47,35.77,1198.18,59.59
UK,2022,Meat & Seafood,20915.43,16804.55,63.75,1254.72,53.38
Germany,2019,Frozen Food,9078.11,8062.12,27.28,719.55,53
USA,2020,Dairy Products,9156.22,10680.97,93.56,939.57,33.34
Indonesia,2023,Frozen Food,8867.9,7222.47,137.48,857.62,61.57
South Africa,2018,Bakery Items,2376.86,2333.82,37.21,419.81,36.76
Germany,2022,Beverages,16954.84,15739.66,72.94,61.59,44.13
Indonesia,2020,Grains & Cereals,26099.26,29912.39,176.21,508.27,30.57
India,2019,Fruits & Vegetables,49306.78,57631.72,198.34,167.76,65.57
France,2021,Dairy Products,28394.92,24645.17,94.05,346.78,60.05
Argentina,2018,Bakery Items,992.15,870.66,125.51,103.62,60.53
Spain,2021,Dairy Products,14904.88,13074.99,175.52,511.82,41.84
Indonesia,2023,Bakery Items,18588.87,18061.9,25.23,1249.78,43.33
Saudi Arabia,2020,Grains & Cereals,26900.81,30135.75,117.2,84.83,50.37
Brazil,2023,Dairy Products,15200.39,16119.67,132.72,125.67,47.92
Saudi Arabia,2018,Fruits & Vegetables,2855.39,2686.43,108.58,232.71,30.53
Brazil,2024,Fruits & Vegetables,18787.07,15252.67,89.87,855.05,36.33
Turkey,2023,Grains & Cereals,34994.12,40971.97,35.19,984.94,30.45
Canada,2022,Prepared Food,16761.78,15154.43,124.14,580.61,52.78
Turkey,2021,Frozen Food,5205.71,4364.11,23.18,839.59,68.11
Germany,2019,Meat & Seafood,33806.14,37805.91,177.13,1097.83,57.41
Japan,2022,Beverages,4353.59,4874.66,28.05,1152.48,48.57
Turkey,2020,Prepared Food,37147.39,38758.09,155.65,1099.65,34.85
Mexico,2022,Fruits & Vegetables,13381.14,15056.57,131.13,603.48,32.25
Mexico,2022,Frozen Food,12188.72,14306.6,74.88,241.25,44.18
Argentina,2022,Prepared Food,8753.69,7156.15,194.2,1126.43,65.66
Australia,2018,Fruits & Vegetables,21092.23,24887.11,41.43,802.8,62.22
China,2018,Grains & Cereals,26016.86,21902.49,71.1,1020.32,50.02
Turkey,2024,Grains & Cereals,30355.8,35915.63,174.13,426.38,68.35
Canada,2024,Frozen Food,20610.38,21082.9,109.55,668.71,61.27
UK,2023,Frozen Food,2165.59,2074.38,111.62,1101.04,62.61
Argentina,2018,Prepared Food,9658.59,10369.92,175.19,1212.49,40.97
Japan,2021,Grains & Cereals,6656.46,6301.28,82.29,745.83,52.39
Canada,2024,Dairy Products,44495.54,46433.4,146.32,306.97,63.58
Saudi Arabia,2018,Frozen Food,24514.17,26788.2,189.01,132.19,67.16
Spain,2022,Bakery Items,28903.66,33001.6,183.31,1034.21,48.82
UK,2020,Prepared Food,49772.69,43644.69,39.99,925.5,34.21
UK,2022,Bakery Items,5065.24,5905.3,149.57,325.33,45.42
Argentina,2019,Bakery Items,29064.6,24414.34,101.95,804.05,52.54
Brazil,2021,Dairy Products,37567.63,39621.97,79.91,221.84,52.09
South Africa,2019,Fruits & Vegetables,4369.81,4887.32,191.88,1194.71,62.33
South Africa,2018,Fruits & Vegetables,19031.83,16496.51,156.91,863.02,55.73
Germany,2019,Grains & Cereals,21434.17,19875.64,47.91,794.82,35.69
Russia,2019,Bakery Items,10385.07,8502.97,169.18,224.54,45.59
India,2020,Frozen Food,11057.55,9620.62,169.66,612.27,46.6
Spain,2018,Frozen Food,39049.01,44033.69,33.04,860.43,56.38
Japan,2023,Dairy Products,2180.53,1824.97,97.89,1396.11,67.39
Italy,2021,Beverages,42257.7,41696.28,112.7,136.47,56.2
Germany,2020,Grains & Cereals,6459.79,6193,124.61,339.03,43.72
Italy,2022,Prepared Food,30444.72,33319.75,174.02,1072.82,33.8
Spain,2021,Frozen Food,47465.65,53579.11,22.03,352.61,45.51
Australia,2019,Bakery Items,49823.94,45973.69,83.03,475.43,53.92
Russia,2021,Grains & Cereals,29167.74,25258.69,160.65,1278.95,59.46
India,2021,Bakery Items,42115.49,46090.93,38.7,1398.61,47.55
Argentina,2021,Frozen Food,21371.86,17695.34,100.37,1344.34,69.8
India,2020,Prepared Food,19900.99,17348.64,22.72,740.68,54.5
Australia,2020,Beverages,19245.53,19528.32,126.38,1005.98,60.25
Saudi Arabia,2023,Dairy Products,42773.98,38199.7,165.69,435.98,30.31
Spain,2024,Beverages,46527,54495.22,178.06,73.3,56.22
UK,2023,Grains & Cereals,11067.52,12301.52,65.72,564.43,50.58
Canada,2021,Meat & Seafood,37877.09,33740.24,56.63,845.02,30.77
France,2022,Meat & Seafood,27795.89,27809.32,124.26,812.38,50.26
Germany,2021,Bakery Items,29314.52,29395.98,171.18,924.72,40.24
India,2020,Prepared Food,15416.59,18045.54,150.76,688.85,53.3
India,2018,Dairy Products,38349.94,36606.45,159.79,1277.86,67.64
Turkey,2024,Dairy Products,41860.32,43008.54,77.71,918.54,58.22
Russia,2023,Beverages,8127.36,6730.21,21.22,481.47,44.69
Mexico,2021,Fruits & Vegetables,7954.86,8971.05,94.1,1339.62,63.24
Argentina,2019,Fruits & Vegetables,16479.98,17699.51,26.9,537.15,33.65
Indonesia,2020,Frozen Food,39840.28,41819.35,42.2,1102.36,55.79
Indonesia,2024,Fruits & Vegetables,11770.28,10025.89,74.83,31.92,49.44
Turkey,2023,Prepared Food,7476.49,7903.23,42.17,968.6,59.81
Italy,2020,Bakery Items,6760.74,6271.43,118.99,420.11,54.52
Mexico,2022,Beverages,9891.78,10715.3,178.53,1363.16,55.37
India,2021,Fruits & Vegetables,20222.54,22592.38,125.61,265.41,39.99
Japan,2024,Frozen Food,43702.75,47876.05,130.6,569.47,44.84
South Korea,2020,Bakery Items,16727.35,15024.39,108.21,383.8,37.57
USA,2019,Meat & Seafood,10363.04,8457.37,33.8,1203.65,69.67
Australia,2019,Meat & Seafood,35706.65,33270.18,179.94,94.25,47.28
Turkey,2023,Beverages,36006.65,34868.11,186.3,18.6,62.31
Argentina,2018,Beverages,17225.92,18968.16,147.84,1125.66,31.05
Japan,2022,Meat & Seafood,16387.81,14306.93,22.2,33.72,40.81
USA,2023,Fruits & Vegetables,28884.65,26367.11,172.06,1203.82,59.63
Germany,2018,Prepared Food,27961.92,27791.24,139.08,83.26,48.4
Canada,2019,Dairy Products,45120.71,53691.77,131.81,239.8,67.06
Japan,2023,Grains & Cereals,41698,41346.57,108.68,1210.31,43.94
Turkey,2018,Fruits & Vegetables,34145.08,30152.14,110.4,714.68,34.32
South Korea,2022,Dairy Products,23221.41,21893.64,50.27,1273.04,43.9
Saudi Arabia,2018,Prepared Food,20601.02,19292.85,70.83,602.84,64.64
Russia,2020,Bakery Items,8157.8,9049.45,54.46,575.05,55.26
China,2021,Meat & Seafood,44891.73,52505.01,78.43,726.44,68.24
Japan,2020,Frozen Food,11388.23,9140.67,57.09,1116.81,30.53
Turkey,2021,Grains & Cereals,25994.94,22461.46,100.81,900.11,68.81
Mexico,2018,Bakery Items,42462.31,39464.44,124.4,405.19,68.51
Italy,2022,Grains & Cereals,47045.88,46778.65,183.74,876.35,45.62
Argentina,2024,Beverages,18433.58,16555.94,23.24,506.24,34.41
South Korea,2022,Prepared Food,12137.82,10808.48,85.69,327.26,50.77
Brazil,2020,Frozen Food,13477.87,13426.9,62.12,1358.48,66.57
UK,2018,Meat & Seafood,27877.69,28368.73,65.36,559.08,59.09
Germany,2019,Dairy Products,21550.1,22964.51,134.6,662.02,36.95
India,2019,Meat & Seafood,10832.48,9830.62,192.87,182.16,67.12
Brazil,2019,Fruits & Vegetables,18243.11,19669.21,105.09,393.87,34.53
Spain,2018,Bakery Items,11221.17,12680.49,41.46,612.41,54.41
Italy,2019,Beverages,3863.14,4536.9,198.83,1205.13,31.31
Japan,2021,Fruits & Vegetables,27487.74,24145.15,27.92,294.6,43.14
Saudi Arabia,2019,Meat & Seafood,23695.07,28245.8,121.78,1174.59,55.98
Canada,2022,Bakery Items,46897.32,39414.29,24.22,826.28,61.51
South Africa,2021,Beverages,48311.98,40962.23,199.67,338.1,38.75
China,2022,Beverages,45817.97,39883.48,109.08,575.72,65.44
Australia,2021,Meat & Seafood,8774.84,8371.99,20.6,852.27,62.58
Argentina,2018,Dairy Products,27037.05,23899.81,101.76,1355.71,42.03
France,2021,Frozen Food,19987.91,21424.54,124.66,427.57,32.96
Germany,2021,Meat & Seafood,6340.93,6789.48,42.8,1120.36,37.17
Mexico,2022,Prepared Food,45332.39,51674.39,91.59,416.18,65.91
China,2022,Fruits & Vegetables,11786.75,10759.21,182.31,252.68,50.89
Italy,2022,Fruits & Vegetables,3467.04,3261.48,130.76,1018.38,52.19
Brazil,2024,Grains & Cereals,3817.6,3619.06,64.58,47.81,54.35
South Africa,2019,Grains & Cereals,34379.11,32232.25,21.1,1208.76,60.21
China,2022,Beverages,28296.54,30760.33,158.78,1291.92,46.61
Turkey,2018,Dairy Products,13224.16,14470.86,82.84,398.92,67.55
Japan,2023,Frozen Food,8938.91,10254.62,55.76,101.15,36.33
China,2018,Prepared Food,29265.36,31030.53,142.23,1076.57,65.56
France,2018,Beverages,11837.81,10531.84,153.25,1234.73,49.09
Brazil,2018,Prepared Food,22276.77,20697.1,88.31,574.44,62.44
Saudi Arabia,2023,Beverages,29763.43,24929.14,113.06,789.98,54.73
Brazil,2021,Fruits & Vegetables,9588.99,10861.21,161.64,578.7,31.72
China,2019,Grains & Cereals,38148.21,42814.54,25.12,814.34,68.71
Brazil,2020,Grains & Cereals,27563.67,25000.35,44.93,1220.72,61.12
Russia,2021,Dairy Products,6822.03,6887.37,98.29,813.89,41.64
Saudi Arabia,2021,Fruits & Vegetables,39289.23,39649.34,151.2,643.6,54.15
France,2021,Grains & Cereals,33164.04,37827.73,87.06,333.54,32.26
Indonesia,2023,Beverages,16345.31,17255.24,78.52,1331.88,44.28
Australia,2024,Prepared Food,44030.37,39398.75,158.36,114.04,33.83
India,2022,Dairy Products,4778.72,4000.5,43.61,1068.43,35.34
Russia,2022,Fruits & Vegetables,9273.87,8570.01,126.89,1303.12,68.1
Brazil,2020,Bakery Items,49248.91,39514.66,147.31,1261.9,57.8
South Korea,2021,Fruits & Vegetables,21044.56,22873.72,124.64,1195.07,42.36
Argentina,2020,Fruits & Vegetables,36545.13,30329.31,165.38,623,60.37
Italy,2024,Prepared Food,4938.5,5830.95,115.81,986.02,58.81
South Africa,2023,Bakery Items,21189.69,18966.1,27.27,268.98,67.19
Germany,2020,Bakery Items,9042.08,7618.65,116.09,898.47,34.61
South Africa,2022,Beverages,29805.05,26847.65,183.1,841.8,61.84
South Africa,2021,Beverages,13540.98,10985.73,100.47,855.69,40.63
Saudi Arabia,2024,Meat & Seafood,751.55,823.84,71.55,929.16,64.7
Germany,2021,Grains & Cereals,46551.27,42887.47,123.03,677.28,41.84
India,2019,Frozen Food,44310.38,46300.1,119.33,216.07,67.78
Saudi Arabia,2021,Dairy Products,49819.32,50353.32,196.66,183.51,65.48
South Korea,2018,Frozen Food,8850.77,7405.28,48.77,896.77,49.14
Canada,2021,Prepared Food,38319.92,37880.05,96.29,1017.31,31.16
USA,2020,Fruits & Vegetables,3999.37,3375.45,21.06,13.14,59.41
UK,2018,Grains & Cereals,9691.17,7984.54,35.88,292.95,36.77
China,2024,Frozen Food,10652.69,9244.8,112.05,96.41,44.27
China,2021,Dairy Products,34265.92,31364.25,112.63,1041.26,67.67
Argentina,2024,Dairy Products,8610.42,9827.8,157.57,366.84,63.26
Germany,2018,Beverages,39520.89,33047.05,172.6,678.77,32.64
Germany,2018,Bakery Items,15274.37,17979.41,163.57,564.62,34.9
South Africa,2019,Fruits & Vegetables,12761.35,11297.73,194.77,737.7,63.48
Brazil,2018,Beverages,49934.82,52807.92,51.29,364.97,63.17
South Korea,2018,Grains & Cereals,4047.71,4620.16,139.88,131.85,34.64
USA,2022,Bakery Items,47969.67,55274.78,25.01,111.06,55.71
Brazil,2020,Grains & Cereals,13808.12,12769.22,55.18,552.17,38.28
UK,2021,Frozen Food,15506.25,12854.06,167.68,1178.21,66.08
Russia,2020,Meat & Seafood,29743.58,35585.61,100.85,796.19,38.05
France,2021,Fruits & Vegetables,32411.82,28960.32,47.91,693.75,68.1
Spain,2020,Beverages,42800.89,44656.16,143.31,966.42,43.15
Argentina,2019,Prepared Food,38805.57,38358.71,131.65,620.07,54.5
Mexico,2020,Beverages,45410.12,42233.39,24.64,1357.61,60.57
Spain,2022,Frozen Food,19381.72,22132.49,35.49,1398.58,46.16
China,2020,Prepared Food,16933,19088.87,80.63,1100.34,48.19
Russia,2021,Prepared Food,22700.26,25668.98,159.66,254.96,62.78
Turkey,2021,Grains & Cereals,13172.05,15745.14,185.89,1108.45,66.52
Spain,2020,Prepared Food,19379.15,20880.68,140.06,1201.24,58.22
India,2020,Dairy Products,11867.51,12060.95,199.04,224.88,69
France,2018,Frozen Food,49030.39,42225.17,130.44,104.72,41.58
Canada,2023,Fruits & Vegetables,13989.15,13444.84,162.74,840.78,60.99
Japan,2020,Frozen Food,2078.64,1750.63,50.75,1254.37,37.13
Germany,2023,Bakery Items,44697.08,45781.16,134.39,324.89,36.02
Australia,2021,Meat & Seafood,42501.97,42933.07,103.2,886.57,67.2
Indonesia,2022,Frozen Food,32192.22,26729.66,143.03,1010.28,67.53
Japan,2019,Prepared Food,42830.73,49897.56,42.4,636.66,44.87
Saudi Arabia,2018,Meat & Seafood,17813.93,16029.59,84.65,97.53,54.33
Turkey,2023,Bakery Items,19131.17,15751.33,196.01,1328.66,62.45
India,2018,Fruits & Vegetables,17506.76,19684.31,163.38,283.64,40.94
South Africa,2020,Grains & Cereals,16525.23,19370.05,140.2,129.37,67.57
Russia,2021,Meat & Seafood,38770.17,40514.9,188.97,359.88,55.69
South Korea,2019,Dairy Products,27169.15,29606.45,61.48,75.55,54.86
South Africa,2020,Bakery Items,4717.85,4016.09,49.43,1182.53,45.06
South Korea,2022,Frozen Food,2278.7,2142.54,181.23,321.96,58.94
Germany,2019,Dairy Products,38769.4,44053.91,86.18,316.94,32.09
India,2020,Prepared Food,1933.51,1944.29,110.81,40.73,57.51
Saudi Arabia,2024,Meat & Seafood,2040.82,1756.33,147.04,815.25,38.84
Spain,2022,Fruits & Vegetables,10206.05,10741.59,139.67,1189.12,34.15
Mexico,2023,Prepared Food,35339.45,37949.35,29.39,598.35,36.17
South Africa,2024,Dairy Products,32550.33,33202.71,105.86,508.83,34.61
India,2020,Bakery Items,35233.49,34799.53,197.2,719.25,68.22
Italy,2021,Bakery Items,13828.78,12321.19,84.65,1182.2,52.16
South Korea,2022,Grains & Cereals,8406.55,9188.41,171.68,1077.82,31.52
Germany,2023,Beverages,13552.15,11895.72,164.63,1135.79,56.47
Brazil,2018,Fruits & Vegetables,15855.89,14973.31,73.58,1095.38,46.14
Turkey,2019,Beverages,33531.92,35386.81,116.38,314.9,64.04
Germany,2018,Beverages,1167.46,1325.56,123.18,1231.22,61.69
Russia,2018,Frozen Food,10412.69,9670.46,124.59,677.09,59.43
India,2018,Prepared Food,30279.93,32350.39,153.93,549.42,53.71
France,2022,Fruits & Vegetables,29035.55,32125.02,22.31,769.02,39.7
India,2018,Frozen Food,1560.32,1255.34,145.83,47.12,57.35
USA,2019,Prepared Food,19560.53,19956.61,152.03,1029.46,43.71
Italy,2020,Prepared Food,1933.59,1575.79,104.54,1186.52,30.74
Germany,2021,Beverages,49657.88,58327.91,57.09,1115.19,61.36
India,2022,Bakery Items,49277.74,41076.84,72.04,339.89,55.85
China,2018,Meat & Seafood,7903.95,7073.12,155.86,228.39,42.08
Indonesia,2018,Grains & Cereals,32891.1,33496.87,64.56,441.14,51.23
India,2022,Beverages,8007.28,9495.3,103.7,109.77,58.37
Canada,2024,Bakery Items,16495.93,17457,49.11,843.34,54.05
Japan,2024,Beverages,49654.67,56043.32,88.07,920.95,31.05
France,2024,Dairy Products,24034.9,22397.06,113.47,22.76,47.6
South Africa,2024,Frozen Food,22627.61,26111.76,100.98,1286.39,47.63
Argentina,2021,Prepared Food,26617.35,29613.96,75.68,791.06,54.79
France,2019,Fruits & Vegetables,34062.3,28634.02,24.72,502.45,30.92
South Korea,2020,Grains & Cereals,3247.52,2857.34,137.32,900.91,46.96
Japan,2024,Frozen Food,45137.2,50353.69,97.62,196.99,60.8
Spain,2020,Frozen Food,11323.81,12671.84,188.97,1119.12,67.87
Saudi Arabia,2024,Grains & Cereals,28350.62,23792.23,60.18,168.27,68.28
China,2019,Meat & Seafood,49187,55452.99,175.26,235.18,45.13
Russia,2020,Dairy Products,17377.35,18151.61,61.61,292.61,30.97
Indonesia,2023,Beverages,29047.61,28857.37,171.48,1357.26,37.13
India,2022,Meat & Seafood,45503.17,36840.95,166.32,497.53,49.41
USA,2023,Meat & Seafood,49989.46,52758.97,67.79,1059.46,34.59
Russia,2024,Beverages,21130.61,20784.29,188.42,444.93,63.5
France,2021,Prepared Food,43821.83,37560.64,46.29,1239.57,69.6
Indonesia,2019,Prepared Food,17252.61,17206.27,113.48,1356.95,51.55
Saudi Arabia,2023,Fruits & Vegetables,15727.37,17797.31,172.36,1043.82,60.43
China,2024,Dairy Products,16317.89,18756.47,121.58,221.47,32.13
South Korea,2019,Bakery Items,12450.31,13846.01,120.18,450.11,31.5
Indonesia,2024,Grains & Cereals,29252.27,23592.89,115.09,575.22,63.47
USA,2023,Beverages,11413.81,10952.46,29.42,1282.89,42.5
Japan,2021,Frozen Food,4236.48,4331.67,21.07,94.67,66.54
China,2020,Beverages,4278.42,4869.17,40.45,122.79,69.42
South Korea,2022,Prepared Food,779.44,887.93,75.86,527.12,69.74
Italy,2022,Grains & Cereals,35558.23,40005.64,102.15,629.49,36.12
France,2022,Bakery Items,18047.51,19246.75,25.15,1241.65,40.88
Indonesia,2021,Beverages,32676.12,26927.51,128.86,1204.96,32.63
Japan,2024,Prepared Food,31800.86,26061.76,187.07,167.89,61.25
Japan,2019,Prepared Food,7314.08,6494.05,165.19,1314.34,41.29
China,2022,Bakery Items,26894.67,27476.66,111.71,1164.74,53.72
South Africa,2024,Fruits & Vegetables,28859.11,24785.6,101.06,1001.72,47.8
South Africa,2018,Fruits & Vegetables,30611.58,27579.49,61.38,105.48,39.97
Brazil,2019,Fruits & Vegetables,34348.18,34042.67,176.92,661.67,57.18
Italy,2022,Bakery Items,4785.15,4529.71,78.19,1007.65,44.04
Russia,2024,Meat & Seafood,15316.49,13959.37,33.17,544.98,46.42
Germany,2022,Fruits & Vegetables,4027.06,4161.64,39.1,1103.69,53.65
Indonesia,2021,Beverages,46712.35,52263.46,63.88,371.69,40.69
France,2021,Meat & Seafood,43750.97,44631.77,88.69,1050.59,66.59
India,2020,Dairy Products,20766.62,23062.53,112.41,648.6,30.35
Argentina,2020,Meat & Seafood,36348.88,36244.23,132.11,818.44,35.86
Italy,2019,Bakery Items,22786.26,24962.86,108.32,892.47,55.47
USA,2018,Grains & Cereals,8233.73,6787.46,176.76,570.09,66.52
USA,2024,Fruits & Vegetables,29599.16,24192.02,93.89,625.33,52.19
Mexico,2022,Dairy Products,45255.38,52762.12,112.77,1315.81,67.33
UK,2024,Beverages,47679.81,47791.63,23.65,1334.72,43.03
Turkey,2022,Grains & Cereals,34983.66,37743.95,96.33,612,33.22
France,2023,Meat & Seafood,25448.39,22962.63,182.05,1084.4,45.56
Canada,2021,Dairy Products,23915.05,23637.28,159.11,1363.38,49.64
Italy,2020,Meat & Seafood,39357.91,45100.55,129.41,137.72,62.79
Spain,2020,Grains & Cereals,24796.3,23564.7,171.51,1047.09,30.2
Mexico,2020,Frozen Food,39254.69,46983.85,115.33,488.38,42.94
Argentina,2022,Dairy Products,38141.73,37376.6,80.64,1046.48,60.19
Brazil,2018,Grains & Cereals,28752.18,24424.46,138.27,521.54,66.35
South Korea,2019,Bakery Items,12616.35,12982.56,139.89,1218.15,46.52
USA,2024,Beverages,46686.12,49178.7,37.56,293.07,69.09
India,2023,Grains & Cereals,33660.2,27989.89,71.87,391.26,63.09
Russia,2020,Beverages,29908.73,26294.26,110.77,185.42,65.7
Mexico,2018,Meat & Seafood,34413.16,32543.86,182.52,1378.71,57.74
Russia,2019,Beverages,8680.91,10404.01,84.66,908.21,53
China,2023,Prepared Food,48007.8,50204.47,52.33,228.9,43
Brazil,2018,Frozen Food,3563.36,3019.3,174.2,330.96,33.21
South Korea,2018,Prepared Food,10118.17,9315.86,147.67,1218.28,69.27
Turkey,2018,Grains & Cereals,30969.61,26871.86,182.41,309.19,33.85
Mexico,2019,Beverages,11245.19,12817.32,190.24,212.29,30.93
Germany,2021,Dairy Products,21773.82,22089.4,160.01,1007.4,40.36
Spain,2020,Fruits & Vegetables,2984.94,3563.83,50.14,222.68,57.48
Japan,2023,Beverages,23393.81,22134.34,121.65,366.94,60.17
China,2020,Fruits & Vegetables,21768.21,24559.58,119.84,1149.95,52.42
USA,2019,Fruits & Vegetables,14115.03,12633.9,76.4,1020.07,62.75
Indonesia,2024,Bakery Items,39720.21,32793.5,80.34,70.16,57.59
Brazil,2023,Fruits & Vegetables,10079.68,11226.08,24.38,347.24,62.2
Spain,2024,Prepared Food,26770.8,31303.22,142.51,1320.6,62.78
Canada,2024,Dairy Products,18679.54,17280.66,33.13,864.28,64.96
China,2021,Dairy Products,44898.24,41345.89,193.89,639.83,56.31
Indonesia,2019,Beverages,44904.54,50060.19,121.06,190.31,31.5
South Africa,2023,Frozen Food,13719.21,13662.63,192.54,843.3,54.05
South Korea,2020,Prepared Food,22429.52,24304.86,130.67,1282.04,40.55
